Model_name,Price,Manufacturer,Condition,Type,Distance,Color,Body_type,Fuel_type,Engine_cc
كايي X7 2026,"1,440,000 ج.م.",كايي,جديدة,أوتوماتيك,,Black,SUV,Gas,1600.0
كيا سبورتاج 2026,"2,330,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
كيا سبورتاج 2026,"1,835,000 ج.م.",كيا,جديدة,أوتوماتيك,,Silver,SUV,Gas,1600.0
شيري تيجو 7 2026,"1,025,000 ج.م.",شيري,جديدة,أوتوماتيك,,Silver,SUV,Gas,1500.0
سوزوكي سويفت 2026,"850,000 ج.م.",سوزوكي,جديدة,أوتوماتيك,,Dark Grey,Hatchback,Gas,1200.0
أودي A5 2026,"3,700,000 ج.م.",أودي,جديدة,أوتوماتيك,,White,Sedan,Gas,2000.0
بايك U5 Plus 2025,"818,000 ج.م.",بايك,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
سكودا كودياك 2026,"2,750,000 ج.م.",سكودا,جديدة,أوتوماتيك,,Silver,SUV,Gas,1400.0
جيتور T1 2026,"1,650,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Baby Blue,SUV,Gas,1500.0
جيتور T2 2026,"1,840,000 ج.م.",جيتور,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
كيا سبورتاج 2026,"2,190,000 ج.م.",كيا,جديدة,أوتوماتيك,,Gray,SUV,Gas,1600.0
نيسان سنترا 2026,"900,000 ج.م.",نيسان,جديدة,أوتوماتيك,,Black,Sedan,Gas,1600.0
كيا سبورتاج 2026,"2,030,000 ج.م.",كيا,جديدة,أوتوماتيك,,White,SUV,Gas,1600.0
بيجو 408 2026,"2,200,000 ج.م.",بيجو,جديدة,أوتوماتيك,,Blue,Sedan,Gas,1600.0
رينج روفر Autobiography 2024,"13,900,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,White,SUV,Gas,4400.0
بورش كاريرا 911 2025,"11,750,000 ج.م.",بورش,جديدة,أوتوماتيك,,White,Coupe,Gas,3000.0
بورش ماكان 2026,"5,650,000 ج.م.",بورش,جديدة,أوتوماتيك,,White,SUV,Gas,2000.0
مرسيدس GLC 300 COUPE 2025,"5,000,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,2000.0
مرسيدس E200 2024,"4,800,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
بورش كايين كوبيه 2025,"8,300,000 ج.م.",بورش,جديدة,أوتوماتيك,,Black,Coupe,Gas,3000.0
بورش ماكان 2025,"5,300,000 ج.م.",بورش,جديدة,أوتوماتيك,,Dark Grey,SUV,Electric,
رينج روفر SVR 2024,"16,000,000 ج.م.",رينج روفر,مستعملة,أوتوماتيك,"21,000 كم",Black,SUV,Gas,4400.0
بورش كايين S 2025,"11,300,000 ج.م.",بورش,جديدة,أوتوماتيك,,Gray,SUV,Gas,4000.0
بورش ماكان 2025,"5,400,000 ج.م.",بورش,جديدة,أوتوماتيك,,White,SUV,Gas,3000.0
رينج روفر Autobiography 2025,"15,500,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,Black,SUV,Gas,4400.0
مرسيدس V 250 2022,"5,800,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"13,000 كم",Black,Van,Gas,2000.0
مرسيدس CLA 200 2023,"2,400,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"17,000 كم",Black,Sedan,Gas,1300.0
بورش كايمن  718 2024,"5,300,000 ج.م.",بورش,مستعملة,أوتوماتيك,"4,200 كم",Black,Coupe,Gas,2000.0
مرسيدس V300 2025,"6,000,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Van,Gas,2000.0
بورش كايين كوبيه 2025,"9,200,000 ج.م.",بورش,جديدة,أوتوماتيك,,Blue,Coupe,Gas,3000.0
مرسيدس C180 2026,"3,800,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,White,Sedan,Gas,1500.0
بورش ماكان 2025,"5,400,000 ج.م.",بورش,جديدة,أوتوماتيك,,White,Sedan,Gas,3000.0
بي ام دبليو M8 2025,"17,500,000 ج.م.",بي ام دبليو,جديدة,أوتوماتيك,,White,Coupe,Gas,4400.0
مرسيدس CLA 200 2024,"2,800,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Blue,Sedan,Gas,1500.0
رينج روفر فيلار 2025,"6,100,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,2000.0
بورش كايين S 2025,"11,300,000 ج.م.",بورش,جديدة,أوتوماتيك,,Dark Grey,SUV,Gas,4000.0
مرسيدس G 63 2026,"18,500,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,43 كم,Black,SUV,Gas,4000.0
مرسيدس GLC 300 COUPE 2024,"5,100,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Coupe,Gas,1500.0
بورش باناميرا 2022,"10,500,000 ج.م.",بورش,مستعملة,أوتوماتيك,"17,000 كم",Silver,Sedan,Gas,2000.0
بورش كايين S 2025,"11,300,000 ج.م.",بورش,جديدة,أوتوماتيك,,White,SUV,Gas,3300.0
مرسيدس E200 2025,"4,800,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"4,000 كم",White,Sedan,Gas,2000.0
بورش ماكان 2025,"5,400,000 ج.م.",بورش,جديدة,أوتوماتيك,,Black,SUV,Gas,2000.0
بي ام دبليو M850i 2021,"7,800,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"10,000 كم",White,Sedan,Gas,3000.0
رينج روفر ايفوك 2026,"4,000,000 ج.م.",رينج روفر,جديدة,أوتوماتيك,,Black,SUV,Hybrid,2000.0
بيجو 3008 2020,"1,350,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"29,500 كم",Black,SUV,Gas,1600.0
نيسان قشقاي 2012,"450,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"200,000 كم",,,,
جيتور X70 Plus CKD 2023,"1,050,000 ج.م.",جيتور,مستعملة,أوتوماتيك,"15,500 كم",White,SUV,Natural Gas,1600.0
كيا إكسيد 2022,"1,100,000 ج.م.",كيا,مستعملة,أوتوماتيك,"75,000 كم",Black,SUV,Gas,1500.0
اسبيرانزا A113 2009,"230,000 ج.م.",اسبيرانزا,مستعملة,مانيوال,"81,500 كم",Gray,Hatchback,Gas,1300.0
أوبل أسترا 2016,"550,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"212,000 كم",Black,Sedan,Gas,1600.0
بيجو 508 2020,"1,120,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"123,000 كم",Silver,Sedan,Gas,1600.0
كيا ريو 2004,"280,000 ج.م.",كيا,مستعملة,مانيوال,"255,000 كم",Red,Sedan,Gas,1500.0
بي ام دبليو 320i 2016,"1,350,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"185,000 كم",Navy Blue,Sedan,Gas,2000.0
أوبل انسيجنيا 2014,"675,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"170,000 كم",Black,Sedan,Gas,1600.0
شيري اريزو 5 2022,"590,000 ج.م.",شيري,مستعملة,أوتوماتيك,"84,000 كم",Blue,Sedan,Gas,1500.0
سوزوكي سياز 2022,"700,000 ج.م.",سوزوكي,مستعملة,أوتوماتيك,"133,000 كم",Bronze,Sedan,Gas,1500.0
شيري تيجو 3 2021,"630,000 ج.م.",شيري,مستعملة,أوتوماتيك,"70,500 كم",Blue,SUV,Diesel,1600.0
ميتسوبيشي اكليبس كروس 2024,"1,300,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"45,000 كم",Black,SUV,Gas,1500.0
جيلي ايمجراند اكس 7 2019,"550,000 ج.م.",جيلي,مستعملة,أوتوماتيك,"95,000 كم",Black,Hatchback,Gas,1300.0
بي ام دبليو X1 2024,"2,900,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"5,000 كم",Blue,SUV,Gas,1500.0
مرسيدس C180 2020,"2,075,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"80,000 كم",Black,Sedan,Gas,1500.0
ميتسوبيشي باجيرو 2009,"1,050,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"330,000 كم",Silver,SUV,Gas,3800.0
رينو MCV لوجان 2017,"400,000 ج.م.",رينو,مستعملة,أوتوماتيك,"300,000 كم",Gray,Sedan,Gas,1600.0
فولكس فاجن باسات 2021,"1,290,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"190,000 كم",Silver,Sedan,Gas,1400.0
أودي Q3 2015,"1,150,000 ج.م.",أودي,مستعملة,أوتوماتيك,"180,000 كم",Silver,Sedan,Gas,1600.0
أوبل أسترا 2019,"715,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"134,000 كم",Green,Sedan,Gas,1400.0
رينو ميجان 2023,"1,040,000 ج.م.",رينو,مستعملة,أوتوماتيك,"69,000 كم",Dark Grey,Sedan,Gas,1300.0
جيب شيروكى 2009,"675,000 ج.م.",جيب,مستعملة,أوتوماتيك,"220,000 كم",Silver,SUV,Gas,3800.0
بيجو 3008 2025,"1,950,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"13,000 كم",Blue,SUV,Gas,1600.0
مرسيدس C180 2023,"2,470,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"80,000 كم",Black,Sedan,Gas,1500.0
نيسان صني 2012,"434,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"188,000 كم",Silver,Sedan,Gas,1600.0
ميتسوبيشي لانسر 2007,"390,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"223,000 كم",Gray,Sedan,Gas,1600.0
هيونداى جينيسيس 2013,"1,650,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"72,000 كم",Silver,Sedan,Gas,3500.0
دايو نوبيرا 2007,"200,000 ج.م.",دايو,مستعملة,مانيوال,"205,000 كم",Green,Sedan,Gas,1600.0
فولكس فاجن باسات 2020,"1,500,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"178,000 كم",Dark Grey,Sedan,Gas,1400.0
أودي A3 2019,"1,350,000 ج.م.",أودي,مستعملة,أوتوماتيك,"137,000 كم",Gray,Sedan,Gas,1000.0
هيونداى فيرنا 2007,"330,000 ج.م.",هيونداى,مستعملة,مانيوال,"154,000 كم",Gray,Sedan,Gas,1500.0
لاند روفر رانج روفر 2017,"4,950,000 ج.م.",لاند روفر,مستعملة,أوتوماتيك,"71,000 كم",Gray,SUV,Gas,5000.0
نيسان بلوبيرد 2009,"350,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"282,000 كم",Black,Sedan,Gas,1600.0
ميتسوبيشي أتراج 2014,"400,000 ج.م.",ميتسوبيشي,مستعملة,أوتوماتيك,"166,000 كم",Gray,Sedan,Gas,1200.0
بي ام دبليو 740Li 2018,"2,950,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"157,000 كم",Gray,Sedan,Gas,3000.0
بي واى دى يوان آب 2025,"1,250,000 ج.م.",بي واى دى,جديدة,أوتوماتيك,,Silver,SUV,Electric,
أودي A8 1995,"680,000 ج.م.",أودي,مستعملة,أوتوماتيك,"49,500 كم",Silver,Sedan,Gas,4200.0
جيتور داشينج 2025,"1,350,000 ج.م.",جيتور,مستعملة,أوتوماتيك,"14,000 كم",Green,SUV,Gas,1600.0
بي ام دبليو 750Li 2017,"3,950,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"127,000 كم",Black,Sedan,Gas,4700.0
هيونداى توسان 2024,"1,750,000 ج.م.",هيونداى,جديدة,أوتوماتيك,,Silver,SUV,Gas,1600.0
شيري اريزو 5 فيس ليفت 2023,"565,000 ج.م.",شيري,مستعملة,أوتوماتيك,"24,000 كم",Red,Sedan,Gas,1500.0
مرسيدس S500 2014,"3,950,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"108,000 كم",Black,Sedan,Gas,4700.0
جي إيه سي إمباو 2026,"1,199,000 ج.م.",جي إيه سي,جديدة,أوتوماتيك,,Gold,Sedan,Gas,1500.0
بي ام دبليو X1 2017,"1,400,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"205,000 كم",Black,SUV,Gas,1500.0
بي ام دبليو iX1 2025,"1,960,000 ج.م.",بي ام دبليو,جديدة,أوتوماتيك,,White,SUV,Electric,
أودي Q3 2016,"980,000 ج.م.",أودي,مستعملة,أوتوماتيك,"350,000 كم",Brown,Hatchback,Gas,1400.0
هيونداى فيرنا 2017,"410,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"155,000 كم",Gray,Sedan,Gas,1600.0
سيات ليون 2026,"1,650,000 ج.م.",سيات,جديدة,أوتوماتيك,,Navy Blue,Hatchback,Gas,1400.0
هيونداى ماتريكس 2012,"500,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"130,000 كم",Black,Hatchback,Gas,1600.0
بي ام دبليو 320i 2020,"1,800,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"150,000 كم",Black,Sedan,Gas,2000.0
كيا سيراتو 2017,"650,000 ج.م.",كيا,مستعملة,أوتوماتيك,"160,000 كم",Silver,Sedan,Gas,1600.0
بي ام دبليو X3 2019,"1,880,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"183,000 كم",Black,SUV,Gas,2000.0
شيري اريزو 5 2020,"460,000 ج.م.",شيري,مستعملة,أوتوماتيك,"103,000 كم",Bronze,Sedan,Gas,1600.0
دودج رام 2007,"1,650,000 ج.م.",دودج,مستعملة,أوتوماتيك,"196,000 كم",Red,Pickup,Gas,5700.0
سكودا اوكتافيا 2021,"1,350,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"51,000 كم",Silver,Sedan,Gas,1400.0
هيونداى النترا MD 2015,"600,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"325,000 كم",Bronze,Sedan,Gas,1600.0
أودي Q8 e-tron 2024,"4,500,000 ج.م.",أودي,مستعملة,أوتوماتيك,"9,500 كم",Gray,SUV,Electric,
مرسيدس S320 2000,"1,000,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"200,000 كم",Silver,Sedan,Gas,3200.0
مرسيدس C200 2023,"3,500,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"7,000 كم",Champagne,Sedan,Gas,1500.0
إم جي 6 2020,"700,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"155,500 كم",Red,Sedan,Gas,1500.0
فولكس فاجن باسات 2021,"1,475,000 ج.م.",فولكس فاجن,مستعملة,أوتوماتيك,"122,000 كم",Navy Blue,Sedan,Gas,1400.0
شيفروليه لانوس 2015,"380,000 ج.م.",شيفروليه,مستعملة,مانيوال,"57,000 كم",Blue,Sedan,Gas,1500.0
تويوتا كورولا 2020,"830,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"257,000 كم",Silver,Sedan,Gas,1600.0
كيا إكسيد 2025,"1,520,000 ج.م.",كيا,مستعملة,أوتوماتيك,"15,000 كم",White,Hatchback,Gas,1600.0
تويوتا بيلتا 2022,"800,000 ج.م.",تويوتا,مستعملة,أوتوماتيك,"31,000 كم",Black,Sedan,Gas,1500.0
رينو كارديان 2026,"850,000 ج.م.",رينو,جديدة,أوتوماتيك,,Blue,SUV,Gas,1000.0
بيجو 508 2014,"700,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"133,000 كم",Baby Blue,Sedan,Gas,1600.0
بي ام دبليو X1 2025,"3,000,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"18,000 كم",White,SUV,Gas,1500.0
بي ام دبليو X2 2025,"3,250,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"5,000 كم",Red,SUV,Gas,2000.0
بي ام دبليو X5 2025,"6,800,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"8,000 كم",Dark Grey,SUV,Gas,3000.0
مرسيدس E200 2025,"5,200,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"1,000 كم",White,Sedan,Gas,2000.0
بي ام دبليو X2 2025,"3,300,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"5,000 كم",Blue,SUV,Gas,2000.0
بي ام دبليو X1 2025,"3,000,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"4,000 كم",Blue,SUV,Gas,2000.0
بي ام دبليو 520i 2025,"5,250,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"1,500 كم",White,SUV,Gas,2000.0
نيسان قشقاي 2017,"740,000 ج.م.",نيسان,مستعملة,أوتوماتيك,139 كم,Gray,Hatchback,Gas,1200.0
شيفروليه NKR 2026,"1,295,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Diesel,4600.0
سكودا كودياك 2025,"2,520,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"1,000 كم",Red,Hatchback,Gas,1400.0
رينو لوجان 2016,"325,000 ج.م.",رينو,مستعملة,أوتوماتيك,"300,000 كم",Maroon,Sedan,Gas,1600.0
شيفروليه NPR 2026,"1,470,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Diesel,4600.0
شيفروليه الدبابة TFR 2026,"970,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Diesel,2500.0
شيفروليه NPR 2026,"1,470,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Diesel,4600.0
رينو أوسترال 2024,"1,600,000 ج.م.",رينو,جديدة,أوتوماتيك,,Gray,SUV,Gas,1500.0
مرسيدس E200 2025,"5,150,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Dark Grey,Sedan,Gas,2000.0
زيكر 7X 2025,"2,200,000 ج.م.",زيكر,مستعملة,أوتوماتيك,10 كم,Gray,SUV,Electric,
مرسيدس C200 2023,"3,150,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"17,000 كم",White,Sedan,Gas,1500.0
مرسيدس C180 2023,"2,750,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"9,000 كم",Silver,Sedan,Gas,1500.0
مرسيدس C180 2024,"3,150,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,20 كم,Dark Grey,Sedan,Gas,1500.0
شيفروليه الدبابة TFR 2026,"1,100,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Diesel,2500.0
شيفروليه الدبابة TFR 2026,"970,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Diesel,2500.0
أودي A5 2025,"3,850,000 ج.م.",أودي,جديدة,أوتوماتيك,,Black,Sedan,Gas,2000.0
نيسان صني 2020,"490,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"135,000 كم",Black,Sedan,Gas,1500.0
أوبل كورسا 2017,"520,000 ج.م.",أوبل,مستعملة,أوتوماتيك,"195,000 كم",Blue,Hatchback,Gas,1400.0
هيونداى النترا CN7 2021,"1,000,000 ج.م.",هيونداى,مستعملة,أوتوماتيك,"154,000 كم",Baby Blue,Sedan,Gas,1600.0
جيتور X70 2021,"900,000 ج.م.",جيتور,مستعملة,أوتوماتيك,"105,000 كم",Black,SUV,Gas,1500.0
نيسان سنترا 2017,"520,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"250,000 كم",Bronze,Sedan,Gas,1600.0
سكودا كودياك 2026,"2,750,000 ج.م.",سكودا,جديدة,أوتوماتيك,,White,SUV,Gas,1400.0
سكودا فانتازيا 2011,"485,000 ج.م.",سكودا,مستعملة,أوتوماتيك,"303,000 كم",Silver,Sedan,Gas,1600.0
بورش تايكان 2025,"9,500,000 ج.م.",بورش,جديدة,أوتوماتيك,,Gray,Cabriolet,Electric,
مرسيدس CLE 300 2024,"4,800,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"20,000 كم",Dark Grey,Coupe,Gas,2000.0
شيفروليه اوبترا 2026,"750,000 ج.م.",شيفروليه,جديدة,أوتوماتيك,,Blue,Sedan,Gas,1500.0
فيات تيبو هاتشباك 2020,"690,000 ج.م.",فيات,مستعملة,أوتوماتيك,"195,000 كم",Black,Hatchback,Diesel,1600.0
بي ام دبليو 118i 2016,"930,000 ج.م.",بي ام دبليو,مستعملة,أوتوماتيك,"180,000 كم",Gold,Hatchback,Gas,1500.0
شانجان UNI-V 2026,"1,250,000 ج.م.",شانجان,جديدة,أوتوماتيك,,Gray,Sedan,Gas,1500.0
نيسان سنترا 2018,"540,000 ج.م.",نيسان,مستعملة,أوتوماتيك,"198,000 كم",Bronze,Sedan,Gas,1600.0
مرسيدس GLC 300 COUPE 2026,"5,250,000 ج.م.",مرسيدس,جديدة,أوتوماتيك,,Black,Coupe,Gas,2000.0
بيجو 2008 2021,"810,000 ج.م.",بيجو,مستعملة,أوتوماتيك,"144,000 كم",Blue,SUV,Gas,1200.0
رينو فلوانس 2013,"375,000 ج.م.",رينو,مستعملة,أوتوماتيك,"240,000 كم",Maroon,Sedan,Gas,1600.0
مرسيدس GLB 200 2022,"3,000,000 ج.م.",مرسيدس,مستعملة,أوتوماتيك,"21,000 كم",Black,SUV,Gas,1400.0
لاند روفر رانج روفر ايفوك 2026,"4,550,000 ج.م.",لاند روفر,جديدة,أوتوماتيك,,Black,SUV,Gas,1400.0
روكس 01 2025,"3,300,000 ج.م.",روكس,جديدة,أوتوماتيك,,Black,SUV,Electric,
زيكر 7X 2025,"2,075,000 ج.م.",زيكر,مستعملة,أوتوماتيك,200 كم,Green,SUV,Electric,
شيفروليه اوبترا 2022,"550,000 ج.م.",شيفروليه,مستعملة,أوتوماتيك,"178,000 كم",Silver,Sedan,Gas,1500.0
شيفروليه NPR 2026,"1,470,000 ج.م.",شيفروليه,جديدة,مانيوال,,White,Pickup,Diesel,4600.0
إم جي 5 2022,"750,000 ج.م.",إم جي,مستعملة,أوتوماتيك,"25,650 كم",Red,Sedan,Gas,1500.0
